title_normalized,price_quetzales,square_meters,rooms,parking,baths,location_normalized,description_normalized
apartamento para estrenar en zona 10,1560000,70,1,1,1,zona 15,la dimension es de 70 mts2 el cual incluye 1 habitacion con closet independiente 2 banos sala comedor cocina zona de lavanderia y balcon adicionalmente viene con una bodega de 4 3 mts2 y un parqueadero en el 3 er nivel el edificio cuenta con distintas amenidades entre la que se destaca su piscina en el piso 17 y zona comercial en el primer piso precio de renta 950 precio de venta 200 000
apartamento en torre santa elisa zona 12,980000,100,2,2,2,zona 12,descripcion en la cocina microondas extractor lavaplatos y jabon de platos en la sala mueble de madera para tv y brakets en la lavanderia lavadora secadora y repisas habitacion principal incluye la base de cortinas closets brakets para tv y accesorios de bano toalla calentador de agua habitacion secundaria repisas cortina closet bano principal accesorios de bano estudio repisas de vidrio cortina cada habitacion incluye lamparas 2 parqueos en sotano nivel alto vistas a la ciudad renta q4 500 ya incluye el mantenimiento venta q980 000 negociables el condominio cuenta con amenidades coworking rooftop juegos para ninos aceptan mascotas
apartamentos nuevos en la avenida hincapie a 5 minutos de las americas,1318200,123,2,2,2,zona 13,ambientes mas amplios y privados con elegancia y acceso a distintas amenidades un nuevo concepto arquitectonico donde podras disfrutar de mucho espacio el mejor proyecto de zona 13 que te permite disfrutar naturaleza y conectar con puntos de crecimiento dentro de la ciudad solo 2 apartamentos por nivel edificios tipo h con solo 6 niveles espacios que garantizan amplitud iluminacion y ventilacion los apartamento cuentan con 2 habitaciones 2 banos y 2 parqueos area 123 5 m2 pide mas informacion para apartamentos con 3 habitaciones y 3 banos y con opcion a tener un tercer parqueo equipamiento gabinetes de cocina y closets completos acabado alisado en paredes y cielos piso vinilico con foam de alta tecnologia para reducir ruido por impacto puertas lisas enchapadas en madera con marcos completos luminarias led paneles solares provocando ahorro en recibo de luz mensual calentador electrico 1 mini split a c el proyecto tiene piscina super parque 720 m2 area social de eventos area de mascotas circuito para correr precios desde usd 169 000 ya impuestos
linda casa en santa monica vi carr a el salvador,1497600,250,3,2,2,carretera a el salvador,preciosa casa en venta y renta en santa monica 4 entrada a olmeca carretera al salvador area 250 mts de construccion descripcion garaje dos vehiculos sala principal estudio bano de visitas comedor cocina con gabinetes cuarto de servicio lavanderia techada jardin privado segundo nivel tres dormitorios principal con walking closet y bano completo dos dormitorios secundarios con closet comparten bano sala familiar precio de venta 192 000
venta apartamento tipo loft viventi once,1200000,94,2,2,2,zona 11,primer nivel sala - comedor cocina abierta bano de visitas lavanderia patio con pila segundo nivel dormitorio principal walk in closet balcon y bano privado dormitorio secundario bano secundario area de estudio parqueo para dos vehiculos uno a la par de otro mantenimiento q945 mensuales incluye seguridad basura; agua area 94 m2 precio q1 200 000
apartamento en venta en zona residencial zona 15,1821800,136,3,2,2,guatemala city,apartamento en venta en zona 15 con excelentes amenidades y muy comodo para vivir en un ambiente muy tranquilo con excelente vista a la ciudad en un area exclusiva donde se cuida mucho el silencio la tranquilidad de los residentes el edificio cuenta con lujosos acabados modernos y area social con vista a la ciudad loby ascensor el apartamento tipo c cuenta con 3 dormitorios sala comedor cocina bano compartido area de balcon en sala y master bano master y walking closet lavanderia clave interna pva 01 06 22
vendo casa km 30 carretera al salvador san martin,1552200,246,4,4,3,carretera a el salvador,lotificacion san martin lindo lugar descripcion 4 habitaciones 3 5 banos sala familiar sala comedor estudio cocina lavanderia patio de tender 4 parqueos terreno 14 x21 mts construccion 246 mts2 precio de venta 199 000
apartamento en venta en carretera a el salvador km 16,1014000,108,2,2,2,guatemala city,citymax alquila o vende apartamento en edificio muy bien ubicado en km 16 5 carretera a el salvadorapartamento de 108 mts2 2 amplias habitaciones 2 banos 2 balcones sala comedor cocina area de lavanderia con linea blanca lamparas y cortinasedificio muy bien ubicado cuenta con seguridad 24 horas cerca de areas comerciales y accesos principalesla renta incluye el mantenimiento el precio de mantenimiento es de q775 00 clave interna pma 061 08 18
casa en venta en bosques de vila verde,1560000,350,4,4,4,carretera a el salvador,terreno de 10 x20 = 200 mt2 area 350 mts2 de construccion descripcion bano de visitas bodega cuarto de servicio con bano sala familiar 4 habitaciones amplias con bano en cada una garage para 4 carros sala familiar chimenea 2 balcones terraza lavanderia 2 pilas sala principal cocina con gabinetes de pura madera cisterna tuberia de agua caliente el condominio cuenta con casa club canchas de papi fut y basquet precio de venta usd 200 000 negociables
apartamento en venta zona 10 edificio 19 diez excelente ubicacion 2 dorms,1794000,151,2,2,2,zona 10,precioso apartamento en excelente punto de zona 10 super amplio e iluminado en nivel alto y lindas vistas en venta area 151 mt2 descripcion 2 cuartos 2 5 banos lavanderia cala comedor cocina lamparas y cortinas incluidas 2 parqueos uno a la par del otro y 2 bodegas el edificio cuenta con area verde salon social pet friendly gimnasio precio de venta 230 000
bonito apartamento en vista bella ubicado atras de torre tigo,936000,115,1,2,1,carretera a el salvador,precioso apartamento en venta en el km 9 5 carretera a el salvador atras de torre tigo el apartamento cuenta con 82 m2 de construccion 2 parqueos 33 mt2 1 er nivel sala comedor cocina balcon 2 do nivel 1 habitacion principal con walking closet 1 bano completo precio de ganga usd 120 000
apartamento a estrenar de 1 dormitorio en cassia vh1,1154400,69,1,1,1,zona 15,el apartamento cuenta con 1 dormitorio con walk in closet 1 bano sala comedor cocina area de lavanderia y cuenta con balcon y 1 parqueo el aparatamento se entrega equipado con muebles incluidos y linea blanca area 55 mt2 de apartamneto 1 paruqeo el edificio tiene amenidades en la planta baja y en la terraza y cuenta con area de ninos salon social gimnasio area de entretenimiento lounge y fire pit area de juegos area de barbacoa en terraza y salon se encuentra ubicado en la mejor parte de zona 15 en la colonia vista hermosa i atras de metro 15 cerca de los bancos principales centros de conveniencia y restaurantes tour virtual
apartamento en venta en edificio ferrara zona 10,1404000,95,1,2,1,zona 10,edificio que colinda con la naturaleza area 95 m2 de apartamento 2 parqueos 1 bodega distribucion 1 cuarto 1 bano completo sala familiar para sofa cama y oficina 0 5 bano sala comedor cocina integrada deck pergola de 20 m2 con techo de tripe altura techo 10 metros de alto 2 parqueos bodega area social lobby coffee station salon social bar gym jardin y juegos de ninos inversionistas apartamento tiene historial de arrendamiento en airbnb con ranking superhost con ingresos aprox 1 100 mensuales roi aprox 7 5 venta usd 180 000
casa en venta en la rioja ganga,1794000,285,3,2,2,carretera a el salvador,el terreno mide 193 mt2 y tiene 285 mt2 de construccion la casa cuenta con vestibulo de ingreso bano de visitas sala con chimenea comedor separado cocina con gabinetes un pequeno jardin con una pergola todo en el primer nivel en el segundo nivel tiene sala familiar dos dormitorios cada uno con su closet que comparten bano y el dormitorio master que tiene su bano completo y walking closet precio de venta usd 230 000
apartamento en venta en edificio veinti4 excelente ubicacion,1864200,137,2,2,2,zona 10,se vende precioso apartamento en excelente punto en zona 10 descripcion 1 habitacion principal con walk in closet y bano 1 habitacion secundaria con bano compartido balcon area de sala y comedor cocina abierta lavanderia 2 parqueos en 1 bodega area 100 mt2 27 mt2 parqueos 4 6 mt2 bodega edificio con salon social parqueo de visitas business center piscina y gimnasio actualmente rentado ideal para inversion precio de venta usd 239 000
apartamento en venta en cafetto ideal para inversion,741000,76,2,2,1,fraijanes,apartamento de 76 mts2 2 parqueos distribucion 2 dormitorios cada uno con closets 1 bano completo cocina equipada con gabinetes sala comedor y 2 parqueos iusi trimestral q450 alquiler mensual q 3 100 sin iva y el inquilino paga el mantenimiento aparte inquilino muy formal mantenimiento usd 100 mensuales incluye mantenimiento de areas verdes seguridad uso casa club y otros extraccion de basura q40 mensuales precio de venta usd 95 000
apartamento en venta en bosques de eusakadi zona 16,1050000,81,2,2,2,zona 16,se vende apartamento con lindas vistas en bosques de eusakadi cuenta con 81 mt2 1 habitacion principal con su propio bano y closet 1 habitacion secundaria con closet que comparte bano con el de visitas sala comedor cocina con gabinetes y area de lavanderia balcon bodega 6 mtrs aprox y dos parqueos tandem 25 mtrs bosques de euskadi es un proyecto unico en el area que ofrece azotea gimnasio area de juegos para ninos churrasquera area de estar salon social precio de renta q5 000 precio de venta q1 050 000 avaluo reciente
apartamento en venta en edificio veinti cuatro ideal inversion,1755000,135,2,2,2,zona 10,se vende precioso apartamento en excelente punto en zona 10 ideal para inversion ya que se encuentra rentado con buen inquilino descripcion 1 habitacion principal con walk in closet y bano 1 habitacion secundaria con bano compartido balcon area de sala y comedor cocina abierta lavanderia 2 parqueos en s1 uno a la par de otro 1 bodega linea blanca area 102 mt2 parqueos bodega edificio con salon social parqueo de visitas business center piscina y gimnasio actualmente rentado ideal para inversion precio de venta usd 225 000
oficinas a estrenar en venta en zona 16 edificio spazio,1482000,103,1,1,1,zona 16,video del proyecto precios de 1 850 m2 en oficinas metrajes 103 mts 2 800 mts precios de oficinas desde usd 190 000 impuestos entradas y salidas agiles fluidez vehicular accesos independientes infraestructura vial entre otras ventajas el edificio cuenta con una plaza comercial de 2 niveles donde hay diversidad de opciones gastronomicas tiendas de conveniencia la torre supermercado bancos entre otros !reserva la tuya
se vende casa en heores de arrazola carretera al salvador 3 dormitorios,1287000,325,3,2,4,fraijanes,casa de 325 mt2 de construccion descripcion la casa cuenta con 2 niveles en el primer nivel se encuentra garaje para 2 vehiculos sala comedor cocina bano de visitas cuarto de servicio y jardin segundo nivel 1 dormitorio master con bano y walkin closet 2 dormitorios secundarios con bano propio y walk in closet y sala familiar precio usd 165 000
se vende apartamento real de las americas zona 14,1950000,165,3,2,3,zona 14,cuenta con 3 habitaciones sin amueblar master muy iluminado con increible vista urbana walk in closet grande y bano propio 2 lavamanos inodoro y bidet independientes habitaciones secundarias comparten bano e igual que el master tienen vista e iluminacion privilegiada la sala comedor y cocina estan completamente amueblados y equipadas cocina abierta remodelada con elegantes tops de granito y moderna linea blanca de acero inoxidable estufa refri microondas y dishwasher el cuarto de servicio tiene un bano completo que en caso de no contar con servidumbre esta remodelado para poder ser utilizado como bano de visita lavanderia que incluye lavadora y secadora el metraje del apartamento es de 136 m2 mas 2 parqueos tandem el edificio acepta mascotas y tambien ofrece gimnasio salon social area de juego para ninos parqueo de visitas precio de venta incluye linea blanca
