title,price,square_meters,rooms,parking,baths,location,img_url,url,adv_description
" PRE VENTA Apartamentos NUEVO proyecto ANKORI zona 10, 3 dorms","['$252,000']",145.0,3.0,2.0,2.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/25/15/54/31/25155431_97cd4e,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/pre-venta-apartamentos-nuevo-proyecto-ankori-zona-10-3-dorms/25155431?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","APARTAMENTOS EN VENTA EN ANKORI, ZONA 10   4ta Avenida- 14-56 zona 10 en la calle de Chillis  APARTAMENTOS DE 1, 2 Y 3 HABITACIONES  2 parqueos   AMENIDADES:  Lobby  Business Center  Pool  Gym  Social Lounge  Garden Lounge  Yoga Deck  Sky Lounge  Kids Room  Kids Park  Chef´s Kitchen  Pet Park y spa   PRECIO DE VENTA CON IMPUESTOS:  DE 1 HABITACION: $165,600 en 68 mts2 + parqueos  DE 2 HABITACIONES: $ 201,180 en 85 mts2 + parqueos  DE 3 HABITACIONES: $ 252,879 en 120 mts2 + parqueos"
 Casa Grande con ampliación,"['Q575,000']",105.0,3.0,4.0,2.0,Villa Nueva,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/95/51/65/27955165_d85f59,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-grande-con-ampliacion/27955165?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Vendo Preciosa Casa grande en Planes de Bárcenas  Terreno 7mts frente, 17.5 de fondo Sala, comedor Cocina 3 dormitorios, 1 con closet 2 baños grandes, con azulejo Patio con lavandería techado enrrejado, con piso ceramico Carport de terraza del ancho de la casa, de una sola pieza, sin columnas. Total de construcción 105mts Preco:Q575,000 negociables"
" Apartamento en Edificio Agora, zona 15 VH2","['$235,000']",125.0,3.0,2.0,2.0,Zona 15,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/95/45/65/27954565_3d2a05,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-edificio-agora-zona-15-vh2/27954565?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Lindo apartamento en venta y renta en excelente ubicación Edificio Agora, zona 15. Vista Hermosa 2   Nivel alto  125 mts2  3 cuartos  2.5 baños  Dormitorio principal con walkin closet y baño completo  Dormitorios secundarios con closet y baño compartido  Baño de visitas  2 parqueos  Sala, comedor, cocina con gabinetes  Lavandería   Venta: USD$235,000  Renta: USD$1,100"
 Casa Grande en Planes de Bárcenas,"['Q575,000']",105.0,3.0,4.0,2.0,Villa Nueva,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/94/90/78/27949078_84f60e,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-grande-en-planes-de-barcenas/27949078?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Vendo Preciosa Casa grande en Planes de Bárcenas  Terreno 7mts frente, 17.5 de fondo Sala, comedor Cocina 3 dormitorios, 1 con closet 2 baños grandes, con azulejo Patio con lavandería techado enrrejado, con piso ceramico Carport de terraza del ancho de la casa, de una sola pieza, sin columnas. Total de construcción 105mts Preco:Q575,000 negociables"
 Casa en Venta en amplio Terreno El Manzanillo Z1 Mixco,"['Q1,250,000']",185.0,3.0,2.0,1.0,Mixco,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/94/38/48/27943848_2ab3bd,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-en-amplio-terreno-el-manzanillo-z1-mixco/27943848?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Amplio Terreno con Casa y Pérgolas  • Terreno 2,454.69 mts²  • Forma rectangular  • Muro perimetral  • Portón de acceso, eléctrico  • Amplio jardín  • Bosque ascendente• Construcción 185 mts²    Casa: 2 habitaciones, 1 ½ baños, sala – comedor, cocinita con lavatrastos, corredor techado con vistas al jardín.    Construcción social: 2 pérgolas, bodeguita, ½ baño.    Ubicación: El Manzanillo Zona 1 de Mixco, cerca de San Lucas y Santiago. Entorno boscoso, clima fresco y tranquilo.    Coordinar visita con el contacto del anuncio.. --- Clave Interna: PVC.032.05.24 ---"
 Apartamento Venta | Zona 15 | Parque 15,"['$171,000']",67.0,2.0,2.0,2.0,Zona 15,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/94/21/20/27942120_6d13b1,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-venta-zona-15-parque-15/27942120?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Cuenta con:  2 habitaciones  2 baños  Balcón  2 parqueos (Tándem)  Bodega  67 mts2 de apartamento  INCLUYE  Linea blanca  AMENIDADES  Salón Social  Piscina  Gimnasio  Área verde  Juegos para niños   *Se permiten mascotas pequeñas   Precio de venta $ 171,000  *Mantenimiento Q750  *IUSI trimestral Q1,312  EB-QH7275"
" Apartamento en Venta ""Edificio Cassia"", en zona 15 #1271","['$135,000']",50.0,1.0,1.0,1.0,Zona 15,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/93/97/17/27939717_2ee8e9,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-quot-edificio-cassia-quot-en-zona-15-1271/27939717?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","1 habitación  1 baño  1 parqueo  50 Mts2  Pet Friendly  Gym  Salón Social   En el moderno Edificio Cassia de Zona 15, Guatemala, se encuentra este elegante apartamento que redefine el concepto de vida urbana. Su diseño contemporáneo se refleja en cada detalle, con acabados de alta calidad y una distribución eficiente que optimiza cada espacio. Los amplios ventanales permiten la entrada de luz natural, creando un ambiente luminoso y acogedor. La cocina de estilo abierto se integra armoniosamente con la sala de estar, ideal para disfrutar de momentos especiales y el día a día. Ubicado en una de las áreas más exclusivas de la ciudad, este apartamento ofrece fácil acceso a servicios, restaurantes y áreas comerciales, proporcionando comodidad y estilo en un entorno vibrante y sofisticado."
" Apartamento en Aralia, zona 11","['Q1,080,000']",85.0,2.0,1.0,2.0,Zona 11,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/25/70/86/09/25708609_a8959b,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-aralia-zona-11/25708609?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Edificio  – Piscina  – Gimnasio  – Pérgola social  – Terraza de fogatas  – Área de parrillas  – Day care  – Parqueo de visitas   Apartamento  – Área de construcción: 85 m2  – Sala  – Comedor  – Cocina  – 2 dormitorios  – 2 baños  – 2 parqueos   Precio de venta con 1 parqueo: $135,000  Precio de venta con 2 parqueos: $150,000  *Ideal inversionista  *Mantenimiento: Q 700   Información general  Código  167780"
 Zona 10 GANGA Airali edificio en venta permiten Airbnb,"['$135,000']",33.0,1.0,1.0,1.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/25/42/29/50/25422950_fd0e5d,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/zona-10-ganga-airali-edificio-en-venta-permiten-airbnb/25422950?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Ganga  Apartamento totalmente amueblado y equipado  Listo para usar  Permiten Airbnb  A una cuadra del centro comercial Oakland Mall   33 mts2 más el parqueo   Nivel alto  Un dormitorio  Baño completo  Armario  Lavandería  Mesa de comedor  Cocina  Cama  Escritorio de estudio  Tv55""  1 parqueo en S6  Se vende como se ve en las fotos totalmente amueblado y equipado   AMENIDADES  Piscina climatizada  Lugar para fogatas  Pérgola  Gimnasio  Negocio  Juegos infantiles  Pet friendly  Recepción  Lobby  Parqueo de visitas  Cerca de tiendas de conveniencia  Cerca de Oakland   Mantenimiento Q. 605 mensual   Precio $150,000 + impuestos"
 CASA EN VENTA EN KAMINAL JUYU 2 ZONA 7 FUERA DE GARITA,"['Q1,400,000']",346.0,3.0,2.0,3.0,Zona 7,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/92/94/15/27929415_2c57c8,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-en-kaminal-juyu-2-zona-7-fuera-de-garita/27929415?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Terreno de 10x28  346 m² De construcción   Primer Nivel Parqueo para 2 carros con portón eléctrico Local comercial con baño Sala, comedor, cocina con gabinetes, baño, dormitorio principal con closet, patio interior  Segundo Nivel Dormitorio secundario con baño, segundo dormitorio secundario lavandería Balcón. Apartamento independiente amplio, cocina baño y balcón  Tercer Nivel Lavandería y terraza  Cisterna y depósito de agua   Precio de venta Q1,400,000 Negociables   2305/L   Info  Te146460011   Info  Te145417320"
 VENDO APARTAMENTO EN VISTA HERMOSA 1 ZONA 15 EDIFICIO STANZA,"['$230,000']",80.0,1.0,1.0,1.0,Zona 15,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/92/89/52/27928952_86d92b,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-en-vista-hermosa-1-zona-15-edificio-stanza/27928952?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","80.46 m²  1 Parqueo m²  Bodega 5.12 m²   Sala  Comedor  Cocina con gabinetes  1 Dormitorio  1 Baño  Jardín interno  Pérgola   Precio de venta $230,000 + impuestos   2305/36   Info  Te146460011   Info  Te145417320"
 Casa en Venta en San Marino sector A-10 San Cristobal,"['$255,000']",350.0,5.0,3.0,4.0,Mixco,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/92/60/46/27926046_8847a2,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-en-san-marino-sector-a-10-san-cristobal/27926046?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Casa en Venta en Bosques de San Marino San Cristobal, sector A-10  • 5 Dormitorios  • 4 ½ baños  • 3 parqueos, opción a estacionar otro en frente (4)   • 2 salas  • Balcón  • Recibidor  • Estudio  • Comedor  • Cocina con gabinetes  • Dormitorio de Servicio con baño  • Lavandería  • Patio de servicio  • Jardín posterior   • Construcción, más de 350 mts²    Dos de los cinco dormitorios tienen walk-in closet y baño privado, cascada de 3 metros de altura y vegetación con plantas exóticas incluyendo orquídeas, con área para colocar muebles de jardín. El muro perimetral posterior está cubierto con piedra laja, jardín al frente. Incluye: calentador de agua solar con respaldo eléctrico (sensible ahorro en luz), sistema de iluminación LED renovado y lámparas en la mayoría de las habitaciones, cortinas tipo roller en la mayoría de las ventanas.    Ubicación: Bosques de San Marino sector A-10 de San Cristóbal Zona 8 de Mixco Guatemala. Cerca de Sankris Mall, PriceMart y CC Mix.  • Doble Garita de Seguridad  • Áreas verdes  • Pozo propio  • Caminamientos  • Parqueo de visitas     Venta más impuesto y gastos de escrituración  Coordinar visita con el contacto del anuncio.. --- Clave Interna: PMC.001.03.22 ---"
 APARTAMENTO EN VENTA ZONA 15,"['Q1,420,000']",72.0,2.0,2.0,2.0,Zona 15,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/92/55/92/27925592_52ce45,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-zona-15/27925592?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","~ 72 m2 de apartamento  ~ 2 habitaciones  ~ 2 baños   Áreas de sala, comedor, cocina y lavandería, balcón en sala y en habitación principal.   ~ 2 parqueos individuales (26 m2)   •Amenidades: Área de coworking, jardín con juegos para niños, salón social, gimnasio, churasquera y yoga deck.   •Precio de venta Q1,420,000.00 + gastos e impuestos  •IUSI Q1,763.49 trimestral"
 Casa en Residenciales San José Sector las Margaritas,"['Q475,000']",99.0,3.0,2.0,1.0,San José Pinula,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/92/33/68/27923368_46a662,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-residenciales-san-jose-sector-las-margaritas/27923368?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","2 niveles (segundo nivel sin loza)  3 dormitorios  Espacio para sala  Espacio para comedor y cocina  1 baño  Q475,000 negociables"
 Apartamento Centro Vivo zona 1,"['Q970,000']",62.0,1.0,,1.0,Zona 1,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/91/82/64/27918264_e7b12b,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-centro-vivo-zona-1/27918264?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Se vende apartamento en Zona 1 Centro Vivo   Apartamento ideal para inversión:  Plusvalía asegurada.   Construcción: 62.12 m2:  Ubicado en 9no Nivel  Un Dormitorio  No tiene parqueo  Concepto abierto   - Apartamento en centro cívico, ubicado cerca de comercios y restaurantes.  - Sala y comedor bien iluminados.  - Área de Lavandería.  - Patio posterio.  - Balcón.  - Muebles de cocina incluídos.  - Mantenimiento mensual: Q. 750  - IUSI actual: Q. 454 mensual  - Impuestos adicionales 3%   Financiamiento disponible:  -Precio de lista: Q. 970,000.00 // $123,500  -Enganche (20%): Q. 194,000.00  -Cuota 25 años (estimada): Q. 6,350.00  - Ingreso familiar: Q. 20,000"
 Casa en zona 6 de Mixco,"['Q773,000']",190.0,3.0,2.0,3.0,Zona 6,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/91/76/55/27917655_ed8305,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-zona-6-de-mixco/27917655?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Se vende Casa en San Jorge Yumar Mixco   21 Av. 14-40 Granja 18, Fracción 2, Aldea El Naranjito, San Jorge  Yumar, zona 6 de Mixco. Cercano al Club Campestre La Montaña   Distribución de Propiedad:   •Construccion: 190.00 m2  •Terreno: 180.00 m2  • dormitorio principal con baño  • 2 dormitorios secundarios  • baño compartido  • sala  • comedor  • cocina  • lavandería  • patio posterior  • dormitorio de servicio con baño  • Bodega  • sala familiar  • cisterna  • garaje para 2 vehículos    Financiamiento disponible:  • Precio de lista: Q. 773,000  • Enganche (20%): Q. 154,600  • Cuota 25 años (estimada): Q. 5,590  • Ingreso familiar: Q.16,800   • Mantenimiento mensual: Q125  • IUSI Trimestral: Q73 actual  • Impuestos: 3%"
